0	1	2	3	4	5	6	M
0	0	0	2	2	2	2	24123
0	0	0	2	2	2	ALL	72964
0	0	0	2	2	ALL	0	74757
0	0	0	2	2	ALL	1	71623
0	0	0	2	2	ALL	2	62194
0	0	0	2	2	ALL	ALL	208574
0	0	0	2	ALL	0	0	70856
0	0	0	2	ALL	0	1	66294
0	0	0	2	ALL	0	2	55738
0	0	0	2	ALL	0	ALL	192888
0	0	0	2	ALL	1	0	61972
0	0	0	2	ALL	1	1	72248
0	0	0	2	ALL	1	2	73187
0	0	0	2	ALL	1	ALL	207407
0	0	0	2	ALL	2	0	78753
0	0	0	2	ALL	2	1	63409
0	0	0	2	ALL	2	2	77988
0	0	0	2	ALL	2	ALL	220150
0	0	0	2	ALL	ALL	0	211581
0	0	0	2	ALL	ALL	1	201951
0	0	0	2	ALL	ALL	2	206913
0	0	0	2	ALL	ALL	ALL	620445
0	0	0	ALL	0	0	0	69435
0	0	0	ALL	0	0	1	63797
0	0	0	ALL	0	0	2	64555
0	0	0	ALL	0	0	ALL	197787
0	0	0	ALL	0	1	0	72779
0	0	0	ALL	0	1	1	64315
0	0	0	ALL	0	1	2	73889
0	0	0	ALL	0	1	ALL	210983
0	0	0	ALL	0	2	0	65658
0	0	0	ALL	0	2	1	66436
0	0	0	ALL	0	2	2	72585
0	0	0	ALL	0	2	ALL	204679
0	0	0	ALL	0	ALL	0	207872
0	0	0	ALL	0	ALL	1	194548
0	0	0	ALL	0	ALL	2	211029
0	0	0	ALL	0	ALL	ALL	613449
0	0	0	ALL	1	0	0	70369
0	0	0	ALL	1	0	1	64957
0	0	0	ALL	1	0	2	57664
0	0	0	ALL	1	0	ALL	192990
0	0	0	ALL	1	1	0	68809
0	0	0	ALL	1	1	1	62977
0	0	0	ALL	1	1	2	79742
0	0	0	ALL	1	1	ALL	211528
0	0	0	ALL	1	2	0	58408
0	0	0	ALL	1	2	1	66124
0	0	0	ALL	1	2	2	72900
0	0	0	ALL	1	2	ALL	197432
0	0	0	ALL	1	ALL	0	197586
0	0	0	ALL	1	ALL	1	194058
0	0	0	ALL	1	ALL	2	210306
0	0	0	ALL	1	ALL	ALL	601950
0	0	0	ALL	2	0	0	82836
0	0	0	ALL	2	0	1	69756
0	0	0	ALL	2	0	2	68515
0	0	0	ALL	2	0	ALL	221107
0	0	0	ALL	2	1	0	70134
0	0	0	ALL	2	1	1	76019
0	0	0	ALL	2	1	2	61654
0	0	0	ALL	2	1	ALL	207807
0	0	0	ALL	2	2	0	78648
0	0	0	ALL	2	2	1	61704
0	0	0	ALL	2	2	2	67416
0	0	0	ALL	2	2	ALL	207768
0	0	0	ALL	2	ALL	0	231618
0	0	0	ALL	2	ALL	1	207479
0	0	0	ALL	2	ALL	2	197585
0	0	0	ALL	2	ALL	ALL	636682
0	0	0	ALL	ALL	0	0	222640
0	0	0	ALL	ALL	0	1	198510
0	0	0	ALL	ALL	0	2	190734
0	0	0	ALL	ALL	0	ALL	611884
0	0	0	ALL	ALL	1	0	211722
0	0	0	ALL	ALL	1	1	203311
0	0	0	ALL	ALL	1	2	215285
0	0	0	ALL	ALL	1	ALL	630318
0	0	0	ALL	ALL	2	0	202714
0	0	0	ALL	ALL	2	1	194264
0	0	0	ALL	ALL	2	2	212901
0	0	0	ALL	ALL	2	ALL	609879
0	0	0	ALL	ALL	ALL	0	637076
0	0	0	ALL	ALL	ALL	1	596085
0	0	0	ALL	ALL	ALL	2	618920
0	0	0	ALL	ALL	ALL	ALL	1852081
0	0	1	0	0	0	0	17686
0	0	1	0	0	0	1	21606
0	0	1	0	0	0	2	15476
0	0	1	0	0	0	ALL	54768
0	0	1	0	0	1	0	16067
0	0	1	0	0	1	1	17048
0	0	1	0	0	1	2	22892
0	0	1	0	0	1	ALL	56007
0	0	1	0	0	2	0	15628
0	0	1	0	0	2	1	15658
0	0	1	0	0	2	2	29939
0	0	1	0	0	2	ALL	61225
0	0	1	0	0	ALL	0	49381
0	0	1	0	0	ALL	1	54312
0	0	1	0	0	ALL	2	68307
0	0	1	0	0	ALL	ALL	172000
0	0	1	0	1	0	0	27067
0	0	1	0	1	0	1	30568
0	0	1	0	1	0	2	15352
0	0	1	0	1	0	ALL	72987
0	0	1	0	1	1	0	30694
0	0	1	0	1	1	1	34909
0	0	1	0	1	1	2	24073
0	0	1	0	1	1	ALL	89676
0	0	1	0	1	2	0	22323
0	0	1	0	1	2	1	19296
0	0	1	0	1	2	2	20348
0	0	1	0	1	2	ALL	61967
0	0	1	0	1	ALL	0	80084
0	0	1	0	1	ALL	1	84773
0	0	1	0	1	ALL	2	59773
0	0	1	0	1	ALL	ALL	224630
0	0	1	0	2	0	0	23774
0	0	1	0	2	0	1	25906
0	0	1	0	2	0	2	20771
0	0	1	0	2	0	ALL	70451
0	0	1	0	2	1	0	21157
0	0	1	0	2	1	1	23015
0	0	1	0	2	1	2	23158
0	0	1	0	2	1	ALL	67330
0	0	1	0	2	2	0	19859
0	0	1	0	2	2	1	21530
0	0	1	0	2	2	2	24280
0	0	1	0	2	2	ALL	65669
0	0	1	0	2	ALL	0	64790
0	0	1	0	2	ALL	1	70451
0	0	1	0	2	ALL	2	68209
0	0	1	0	2	ALL	ALL	203450
0	0	1	0	ALL	0	0	68527
0	0	1	0	ALL	0	1	78080
0	0	1	0	ALL	0	2	51599
0	0	1	0	ALL	0	ALL	198206
0	0	1	0	ALL	1	0	67918
0	0	1	0	ALL	1	1	74972
0	0	1	0	ALL	1	2	70123
0	0	1	0	ALL	1	ALL	213013
0	0	1	0	ALL	2	0	57810
0	0	1	0	ALL	2	1	56484
0	0	1	0	ALL	2	2	74567
0	0	1	0	ALL	2	ALL	188861
0	0	1	0	ALL	ALL	0	194255
0	0	1	0	ALL	ALL	1	209536
0	0	1	0	ALL	ALL	2	196289
0	0	1	0	ALL	ALL	ALL	600080
0	0	1	1	0	0	0	27696
0	0	1	1	0	0	1	23758
0	0	1	1	0	0	2	23173
0	0	1	1	0	0	ALL	74627
0	0	1	1	0	1	0	23637
0	0	1	1	0	1	1	17362
0	0	1	1	0	1	2	26436
0	0	1	1	0	1	ALL	67435
0	0	1	1	0	2	0	36589
0	0	1	1	0	2	1	17429
0	0	1	1	0	2	2	23876
0	0	1	1	0	2	ALL	77894
0	0	1	1	0	ALL	0	87922
0	0	1	1	0	ALL	1	58549
0	0	1	1	0	ALL	2	73485
0	0	1	1	0	ALL	ALL	219956
0	0	1	1	1	0	0	17916
0	0	1	1	1	0	1	21837
0	0	1	1	1	0	2	19583
0	0	1	1	1	0	ALL	59336
0	0	1	1	1	1	0	18445
0	0	1	1	1	1	1	20707
0	0	1	1	1	1	2	20564
0	0	1	1	1	1	ALL	59716
0	0	1	1	1	2	0	20612
0	0	1	1	1	2	1	25170
0	0	1	1	1	2	2	19983
0	0	1	1	1	2	ALL	65765
0	0	1	1	1	ALL	0	56973
0	0	1	1	1	ALL	1	67714
0	0	1	1	1	ALL	2	60130
0	0	1	1	1	ALL	ALL	184817
0	0	1	1	2	0	0	13393
0	0	1	1	2	0	1	22204
0	0	1	1	2	0	2	18239
0	0	1	1	2	0	ALL	53836
0	0	1	1	2	1	0	20654
0	0	1	1	2	1	1	28759
0	0	1	1	2	1	2	17252
0	0	1	1	2	1	ALL	66665
0	0	1	1	2	2	0	29045
0	0	1	1	2	2	1	19851
0	0	1	1	2	2	2	18388
0	0	1	1	2	2	ALL	67284
0	0	1	1	2	ALL	0	63092
0	0	1	1	2	ALL	1	70814
0	0	1	1	2	ALL	2	53879
0	0	1	1	2	ALL	ALL	187785
0	0	1	1	ALL	0	0	59005
0	0	1	1	ALL	0	1	67799
0	0	1	1	ALL	0	2	60995
0	0	1	1	ALL	0	ALL	187799
0	0	1	1	ALL	1	0	62736
0	0	1	1	ALL	1	1	66828
0	0	1	1	ALL	1	2	64252
0	0	1	1	ALL	1	ALL	193816
0	0	1	1	ALL	2	0	86246
0	0	1	1	ALL	2	1	62450
0	0	1	1	ALL	2	2	62247
0	0	1	1	ALL	2	ALL	210943
0	0	1	1	ALL	ALL	0	207987
0	0	1	1	ALL	ALL	1	197077
0	0	1	1	ALL	ALL	2	187494
0	0	1	1	ALL	ALL	ALL	592558
0	0	1	2	0	0	0	20137
0	0	1	2	0	0	1	22693
0	0	1	2	0	0	2	18114
0	0	1	2	0	0	ALL	60944
0	0	1	2	0	1	0	15803
0	0	1	2	0	1	1	21995
0	0	1	2	0	1	2	28488
0	0	1	2	0	1	ALL	66286
0	0	1	2	0	2	0	22590
0	0	1	2	0	2	1	24179
0	0	1	2	0	2	2	12159
0	0	1	2	0	2	ALL	58928
0	0	1	2	0	ALL	0	58530
0	0	1	2	0	ALL	1	68867
0	0	1	2	0	ALL	2	58761
0	0	1	2	0	ALL	ALL	186158
0	0	1	2	1	0	0	19012
0	0	1	2	1	0	1	18743
0	0	1	2	1	0	2	17877
0	0	1	2	1	0	ALL	55632
0	0	1	2	1	1	0	22442
0	0	1	2	1	1	1	21810
0	0	1	2	1	1	2	17922
0	0	1	2	1	1	ALL	62174
0	0	1	2	1	2	0	17564
0	0	1	2	1	2	1	26763
0	0	1	2	1	2	2	21392
0	0	1	2	1	2	ALL	65719
0	0	1	2	1	ALL	0	59018
0	0	1	2	1	ALL	1	67316
0	0	1	2	1	ALL	2	57191
0	0	1	2	1	ALL	ALL	183525
0	0	1	2	2	0	0	27385
0	0	1	2	2	0	1	18460
0	0	1	2	2	0	2	25964
0	0	1	2	2	0	ALL	71809
0	0	1	2	2	1	0	19246
0	0	1	2	2	1	1	21595
0	0	1	2	2	1	2	14465
0	0	1	2	2	1	ALL	55306
0	0	1	2	2	2	0	27753
0	0	1	2	2	2	1	21037
0	0	1	2	2	2	2	26835
0	0	1	2	2	2	ALL	75625
0	0	1	2	2	ALL	0	74384
0	0	1	2	2	ALL	1	61092
0	0	1	2	2	ALL	2	67264
0	0	1	2	2	ALL	ALL	202740
0	0	1	2	ALL	0	0	66534
0	0	1	2	ALL	0	1	59896
0	0	1	2	ALL	0	2	61955
0	0	1	2	ALL	0	ALL	188385
0	0	1	2	ALL	1	0	57491
0	0	1	2	ALL	1	1	65400
0	0	1	2	ALL	1	2	60875
0	0	1	2	ALL	1	ALL	183766
0	0	1	2	ALL	2	0	67907
0	0	1	2	ALL	2	1	71979
0	0	1	2	ALL	2	2	60386
0	0	1	2	ALL	2	ALL	200272
0	0	1	2	ALL	ALL	0	191932
0	0	1	2	ALL	ALL	1	197275
0	0	1	2	ALL	ALL	2	183216
0	0	1	2	ALL	ALL	ALL	572423
0	0	1	ALL	0	0	0	65519
0	0	1	ALL	0	0	1	68057
0	0	1	ALL	0	0	2	56763
0	0	1	ALL	0	0	ALL	190339
0	0	1	ALL	0	1	0	55507
0	0	1	ALL	0	1	1	56405
0	0	1	ALL	0	1	2	77816
0	0	1	ALL	0	1	ALL	189728
0	0	1	ALL	0	2	0	74807
0	0	1	ALL	0	2	1	57266
0	0	1	ALL	0	2	2	65974
0	0	1	ALL	0	2	ALL	198047
0	0	1	ALL	0	ALL	0	195833
0	0	1	ALL	0	ALL	1	181728
0	0	1	ALL	0	ALL	2	200553
0	0	1	ALL	0	ALL	ALL	578114
0	0	1	ALL	1	0	0	63995
0	0	1	ALL	1	0	1	71148
0	0	1	ALL	1	0	2	52812
0	0	1	ALL	1	0	ALL	187955
0	0	1	ALL	1	1	0	71581
0	0	1	ALL	1	1	1	77426
0	0	1	ALL	1	1	2	62559
0	0	1	ALL	1	1	ALL	211566
0	0	1	ALL	1	2	0	60499
0	0	1	ALL	1	2	1	71229
0	0	1	ALL	1	2	2	61723
0	0	1	ALL	1	2	ALL	193451
0	0	1	ALL	1	ALL	0	196075
0	0	1	ALL	1	ALL	1	219803
0	0	1	ALL	1	ALL	2	177094
0	0	1	ALL	1	ALL	ALL	592972
0	0	1	ALL	2	0	0	64552
0	0	1	ALL	2	0	1	66570
0	0	1	ALL	2	0	2	64974
0	0	1	ALL	2	0	ALL	196096
0	0	1	ALL	2	1	0	61057
0	0	1	ALL	2	1	1	73369
0	0	1	ALL	2	1	2	54875
0	0	1	ALL	2	1	ALL	189301
0	0	1	ALL	2	2	0	76657
0	0	1	ALL	2	2	1	62418
0	0	1	ALL	2	2	2	69503
0	0	1	ALL	2	2	ALL	208578
0	0	1	ALL	2	ALL	0	202266
0	0	1	ALL	2	ALL	1	202357
0	0	1	ALL	2	ALL	2	189352
0	0	1	ALL	2	ALL	ALL	593975
0	0	1	ALL	ALL	0	0	194066
0	0	1	ALL	ALL	0	1	205775
0	0	1	ALL	ALL	0	2	174549
0	0	1	ALL	ALL	0	ALL	574390
0	0	1	ALL	ALL	1	0	188145
0	0	1	ALL	ALL	1	1	207200
0	0	1	ALL	ALL	1	2	195250
0	0	1	ALL	ALL	1	ALL	590595
0	0	1	ALL	ALL	2	0	211963
0	0	1	ALL	ALL	2	1	190913
0	0	1	ALL	ALL	2	2	197200
0	0	1	ALL	ALL	2	ALL	600076
0	0	1	ALL	ALL	ALL	0	594174
0	0	1	ALL	ALL	ALL	1	603888
0	0	1	ALL	ALL	ALL	2	566999
0	0	1	ALL	ALL	ALL	ALL	1765061
0	0	2	0	0	0	0	22370
0	0	2	0	0	0	1	30924
0	0	2	0	0	0	2	31450
0	0	2	0	0	0	ALL	84744
0	0	2	0	0	1	0	17306
0	0	2	0	0	1	1	29866
0	0	2	0	0	1	2	23319
0	0	2	0	0	1	ALL	70491
0	0	2	0	0	2	0	22667
0	0	2	0	0	2	1	18509
0	0	2	0	0	2	2	18880
0	0	2	0	0	2	ALL	60056
0	0	2	0	0	ALL	0	62343
0	0	2	0	0	ALL	1	79299
0	0	2	0	0	ALL	2	73649
0	0	2	0	0	ALL	ALL	215291
0	0	2	0	1	0	0	18456
0	0	2	0	1	0	1	22710
0	0	2	0	1	0	2	20971
0	0	2	0	1	0	ALL	62137
0	0	2	0	1	1	0	16901
0	0	2	0	1	1	1	24145
0	0	2	0	1	1	2	18730
0	0	2	0	1	1	ALL	59776
0	0	2	0	1	2	0	21387
0	0	2	0	1	2	1	22602
0	0	2	0	1	2	2	20188
0	0	2	0	1	2	ALL	64177
0	0	2	0	1	ALL	0	56744
0	0	2	0	1	ALL	1	69457
0	0	2	0	1	ALL	2	59889
0	0	2	0	1	ALL	ALL	186090
0	0	2	0	2	0	0	16883
0	0	2	0	2	0	1	22438
0	0	2	0	2	0	2	20435
0	0	2	0	2	0	ALL	59756
0	0	2	0	2	1	0	19128
0	0	2	0	2	1	1	23301
0	0	2	0	2	1	2	27194
0	0	2	0	2	1	ALL	69623
0	0	2	0	2	2	0	25629
0	0	2	0	2	2	1	27314
0	0	2	0	2	2	2	14831
0	0	2	0	2	2	ALL	67774
0	0	2	0	2	ALL	0	61640
0	0	2	0	2	ALL	1	73053
0	0	2	0	2	ALL	2	62460
0	0	2	0	2	ALL	ALL	197153
0	0	2	0	ALL	0	0	57709
0	0	2	0	ALL	0	1	76072
0	0	2	0	ALL	0	2	72856
0	0	2	0	ALL	0	ALL	206637
0	0	2	0	ALL	1	0	53335
0	0	2	0	ALL	1	1	77312
0	0	2	0	ALL	1	2	69243
0	0	2	0	ALL	1	ALL	199890
0	0	2	0	ALL	2	0	69683
0	0	2	0	ALL	2	1	68425
0	0	2	0	ALL	2	2	53899
0	0	2	0	ALL	2	ALL	192007
0	0	2	0	ALL	ALL	0	180727
0	0	2	0	ALL	ALL	1	221809
0	0	2	0	ALL	ALL	2	195998
0	0	2	0	ALL	ALL	ALL	598534
0	0	2	1	0	0	0	24582
0	0	2	1	0	0	1	21316
0	0	2	1	0	0	2	20681
0	0	2	1	0	0	ALL	66579
0	0	2	1	0	1	0	18997
0	0	2	1	0	1	1	27684
0	0	2	1	0	1	2	20754
0	0	2	1	0	1	ALL	67435
0	0	2	1	0	2	0	19195
0	0	2	1	0	2	1	22903
0	0	2	1	0	2	2	22991
0	0	2	1	0	2	ALL	65089
0	0	2	1	0	ALL	0	62774
0	0	2	1	0	ALL	1	71903
0	0	2	1	0	ALL	2	64426
0	0	2	1	0	ALL	ALL	199103
0	0	2	1	1	0	0	26559
0	0	2	1	1	0	1	23779
0	0	2	1	1	0	2	26849
0	0	2	1	1	0	ALL	77187
0	0	2	1	1	1	0	20645
0	0	2	1	1	1	1	21633
0	0	2	1	1	1	2	23076
0	0	2	1	1	1	ALL	65354
0	0	2	1	1	2	0	21418
0	0	2	1	1	2	1	22941
0	0	2	1	1	2	2	26456
0	0	2	1	1	2	ALL	70815
0	0	2	1	1	ALL	0	68622
0	0	2	1	1	ALL	1	68353
0	0	2	1	1	ALL	2	76381
0	0	2	1	1	ALL	ALL	213356
0	0	2	1	2	0	0	19176
0	0	2	1	2	0	1	29402
0	0	2	1	2	0	2	16622
0	0	2	1	2	0	ALL	65200
0	0	2	1	2	1	0	28416
0	0	2	1	2	1	1	25043
0	0	2	1	2	1	2	26152
0	0	2	1	2	1	ALL	79611
0	0	2	1	2	2	0	24872
0	0	2	1	2	2	1	16634
0	0	2	1	2	2	2	16574
0	0	2	1	2	2	ALL	58080
0	0	2	1	2	ALL	0	72464
0	0	2	1	2	ALL	1	71079
0	0	2	1	2	ALL	2	59348
0	0	2	1	2	ALL	ALL	202891
0	0	2	1	ALL	0	0	70317
0	0	2	1	ALL	0	1	74497
0	0	2	1	ALL	0	2	64152
0	0	2	1	ALL	0	ALL	208966
0	0	2	1	ALL	1	0	68058
0	0	2	1	ALL	1	1	74360
0	0	2	1	ALL	1	2	69982
0	0	2	1	ALL	1	ALL	212400
0	0	2	1	ALL	2	0	65485
0	0	2	1	ALL	2	1	62478
0	0	2	1	ALL	2	2	66021
0	0	2	1	ALL	2	ALL	193984
0	0	2	1	ALL	ALL	0	203860
0	0	2	1	ALL	ALL	1	211335
0	0	2	1	ALL	ALL	2	200155
0	0	2	1	ALL	ALL	ALL	615350
0	0	2	2	0	0	0	22745
0	0	2	2	0	0	1	24250
0	0	2	2	0	0	2	17237
0	0	2	2	0	0	ALL	64232
0	0	2	2	0	1	0	17795
0	0	2	2	0	1	1	24580
0	0	2	2	0	1	2	25730
0	0	2	2	0	1	ALL	68105
0	0	2	2	0	2	0	26620
0	0	2	2	0	2	1	21964
0	0	2	2	0	2	2	21157
0	0	2	2	0	2	ALL	69741
0	0	2	2	0	ALL	0	67160
0	0	2	2	0	ALL	1	70794
0	0	2	2	0	ALL	2	64124
0	0	2	2	0	ALL	ALL	202078
0	0	2	2	1	0	0	22577
0	0	2	2	1	0	1	20003
0	0	2	2	1	0	2	23087
0	0	2	2	1	0	ALL	65667
0	0	2	2	1	1	0	22723
0	0	2	2	1	1	1	28754
0	0	2	2	1	1	2	24921
0	0	2	2	1	1	ALL	76398
0	0	2	2	1	2	0	29309
0	0	2	2	1	2	1	24972
0	0	2	2	1	2	2	26003
0	0	2	2	1	2	ALL	80284
0	0	2	2	1	ALL	0	74609
0	0	2	2	1	ALL	1	73729
0	0	2	2	1	ALL	2	74011
0	0	2	2	1	ALL	ALL	222349
0	0	2	2	2	0	0	24669
0	0	2	2	2	0	1	25763
0	0	2	2	2	0	2	20209
0	0	2	2	2	0	ALL	70641
0	0	2	2	2	1	0	22116
0	0	2	2	2	1	1	20014
0	0	2	2	2	1	2	27517
0	0	2	2	2	1	ALL	69647
0	0	2	2	2	2	0	25890
0	0	2	2	2	2	1	23055
0	0	2	2	2	2	2	25417
0	0	2	2	2	2	ALL	74362
0	0	2	2	2	ALL	0	72675
0	0	2	2	2	ALL	1	68832
0	0	2	2	2	ALL	2	73143
0	0	2	2	2	ALL	ALL	214650
0	0	2	2	ALL	0	0	69991
0	0	2	2	ALL	0	1	70016
0	0	2	2	ALL	0	2	60533
0	0	2	2	ALL	0	ALL	200540
0	0	2	2	ALL	1	0	62634
0	0	2	2	ALL	1	1	73348
0	0	2	2	ALL	1	2	78168
0	0	2	2	ALL	1	ALL	214150
0	0	2	2	ALL	2	0	81819
0	0	2	2	ALL	2	1	69991
0	0	2	2	ALL	2	2	72577
0	0	2	2	ALL	2	ALL	224387
0	0	2	2	ALL	ALL	0	214444
0	0	2	2	ALL	ALL	1	213355
0	0	2	2	ALL	ALL	2	211278
0	0	2	2	ALL	ALL	ALL	639077
0	0	2	ALL	0	0	0	69697
0	0	2	ALL	0	0	1	76490
0	0	2	ALL	0	0	2	69368
0	0	2	ALL	0	0	ALL	215555
0	0	2	ALL	0	1	0	54098
0	0	2	ALL	0	1	1	82130
0	0	2	ALL	0	1	2	69803
0	0	2	ALL	0	1	ALL	206031
0	0	2	ALL	0	2	0	68482
0	0	2	ALL	0	2	1	63376
0	0	2	ALL	0	2	2	63028
0	0	2	ALL	0	2	ALL	194886
0	0	2	ALL	0	ALL	0	192277
0	0	2	ALL	0	ALL	1	221996
0	0	2	ALL	0	ALL	2	202199
0	0	2	ALL	0	ALL	ALL	616472
0	0	2	ALL	1	0	0	67592
0	0	2	ALL	1	0	1	66492
0	0	2	ALL	1	0	2	70907
0	0	2	ALL	1	0	ALL	204991
0	0	2	ALL	1	1	0	60269
0	0	2	ALL	1	1	1	74532
0	0	2	ALL	1	1	2	66727
0	0	2	ALL	1	1	ALL	201528
0	0	2	ALL	1	2	0	72114
0	0	2	ALL	1	2	1	70515
0	0	2	ALL	1	2	2	72647
0	0	2	ALL	1	2	ALL	215276
0	0	2	ALL	1	ALL	0	199975
0	0	2	ALL	1	ALL	1	211539
0	0	2	ALL	1	ALL	2	210281
0	0	2	ALL	1	ALL	ALL	621795
0	0	2	ALL	2	0	0	60728
0	0	2	ALL	2	0	1	77603
